DATE ADDED TO CATALOG,PUBMEDID,FIRST AUTHOR,DATE,JOURNAL,LINK,STUDY,DISEASE/TRAIT,INITIAL SAMPLE SIZE,REPLICATION SAMPLE SIZE,REGION,CHR_ID,CHR_POS,REPORTED GENE(S),MAPPED_GENE,UPSTREAM_GENE_ID,DOWNSTREAM_GENE_ID,SNP_GENE_IDS,UPSTREAM_GENE_DISTANCE,DOWNSTREAM_GENE_DISTANCE,STRONGEST SNP-RISK ALLELE,SNPS,MERGED,SNP_ID_CURRENT,CONTEXT,INTERGENIC,RISK ALLELE FREQUENCY,P-VALUE,PVALUE_MLOG,P-VALUE (TEXT),OR or BETA,95% CI (TEXT),PLATFORM [SNPS PASSING QC],CNV,MAPPED_TRAIT,MAPPED_TRAIT_URI,STUDY ACCESSION,GENOTYPING TECHNOLOGY
6/29/21,33462484,Sinnott-Armstrong N,1/18/21,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/33462484,Genetics of 35 blood and urine biomarkers in the UK Biobank.,Vitamin D levels,"327,435 European ancestry individuals, 5,845 African ancestry individuals, 6,425 South Asian ancestry individuals",NA,4q13.2,4,68885967,NR,SPOPLP3 - UGT2A3,ENSG00000248547,ENSG00000135220,,1527,42496,rs10001501-G,rs10001501,0,10001501,intergenic_variant,1,NR,1.00E-15,15,,0.0258,[0.02-0.032] unit increase,Affymetrix [9000000] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST90019526,Genome-wide genotyping array
6/29/21,33462484,Sinnott-Armstrong N,1/18/21,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/33462484,Genetics of 35 blood and urine biomarkers in the UK Biobank.,Vitamin D levels,"327,435 European ancestry individuals, 5,845 African ancestry individuals, 6,425 South Asian ancestry individuals",NA,4q13.3,4,71772393,NR,GC,,,ENSG00000145321,,,rs114795365-T,rs114795365,0,114795365,intron_variant,0,NR,1.00E-15,15,,0.0603,[0.045-0.075] unit increase,Affymetrix [9000000] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST90019526,Genome-wide genotyping array
6/29/21,33462484,Sinnott-Armstrong N,1/18/21,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/33462484,Genetics of 35 blood and urine biomarkers in the UK Biobank.,Vitamin D levels,"327,435 European ancestry individuals, 5,845 African ancestry individuals, 6,425 South Asian ancestry individuals",NA,11p15.2,11,14540399,NR,PSMA1,,,ENSG00000129084,,,rs79634051-C,rs79634051,0,79634051,intergenic_variant,0,NR,2.00E-15,14.69897,,0.059,[0.044-0.074] unit increase,Affymetrix [9000000] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST90019526,Genome-wide genotyping array
6/29/21,33462484,Sinnott-Armstrong N,1/18/21,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/33462484,Genetics of 35 blood and urine biomarkers in the UK Biobank.,Vitamin D levels,"327,435 European ancestry individuals, 5,845 African ancestry individuals, 6,425 South Asian ancestry individuals",NA,11p15.2,11,15038196,NR,CALCB,,,ENSG00000175868,,,rs77486197-T,rs77486197,0,77486197,intergenic_variant,0,NR,5.00E-15,14.30103,,0.05,[0.037-0.063] unit decrease,Affymetrix [9000000] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST90019526,Genome-wide genotyping array
6/29/21,33462484,Sinnott-Armstrong N,1/18/21,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/33462484,Genetics of 35 blood and urine biomarkers in the UK Biobank.,Vitamin D levels,"327,435 European ancestry individuals, 5,845 African ancestry individuals, 6,425 South Asian ancestry individuals",NA,11p15.2,11,15369956,NR,INSC - LINC02751,ENSG00000188487,ENSG00000254946,,122748,182542,rs117714657-A,rs117714657,0,117714657,intergenic_variant,1,NR,8.00E-15,14.09691001,,0.0421,[0.032-0.053] unit decrease,Affymetrix [9000000] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST90019526,Genome-wide genotyping array
6/29/21,33462484,Sinnott-Armstrong N,1/18/21,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/33462484,Genetics of 35 blood and urine biomarkers in the UK Biobank.,Vitamin D levels,"327,435 European ancestry individuals, 5,845 African ancestry individuals, 6,425 South Asian ancestry individuals",NA,11p15.2,11,15755083,NR,LINC02751 - LINC02682,ENSG00000254946,ENSG00000254661,,49707,155445,rs116869672-G,rs116869672,0,116869672,intergenic_variant,1,NR,5.00E-15,14.30103,,0.0626,[0.047-0.078] unit decrease,Affymetrix [9000000] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST90019526,Genome-wide genotyping array
6/29/21,33462484,Sinnott-Armstrong N,1/18/21,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/33462484,Genetics of 35 blood and urine biomarkers in the UK Biobank.,Vitamin D levels,"327,435 European ancestry individuals, 5,845 African ancestry individuals, 6,425 South Asian ancestry individuals",NA,4q13.3,4,72926322,NR,HNRNPA1P67 - RNU4ATAC9P,ENSG00000270665,ENSG00000252955,,118130,38856,rs112255470-G,rs112255470,0,112255470,intergenic_variant,1,NR,2.00E-14,13.69897,,0.0345,[0.026-0.043] unit decrease,Affymetrix [9000000] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST90019526,Genome-wide genotyping array
6/29/21,33462484,Sinnott-Armstrong N,1/18/21,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/33462484,Genetics of 35 blood and urine biomarkers in the UK Biobank.,Vitamin D levels,"327,435 European ancestry individuals, 5,845 African ancestry individuals, 6,425 South Asian ancestry individuals",NA,11p15.2,11,14136022,NR,SPON1,,,ENSG00000262655,,,rs76820037-G,rs76820037,0,76820037,intron_variant,0,NR,2.00E-14,13.69897,,0.0544,[0.04-0.068] unit decrease,Affymetrix [9000000] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST90019526,Genome-wide genotyping array
6/29/21,33462484,Sinnott-Armstrong N,1/18/21,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/33462484,Genetics of 35 blood and urine biomarkers in the UK Biobank.,Vitamin D levels,"327,435 European ancestry individuals, 5,845 African ancestry individuals, 6,425 South Asian ancestry individuals",NA,11p15.2,11,14552006,NR,PSMA1,,,ENSG00000129084,,,rs16930278-A,rs16930278,0,16930278,intergenic_variant,0,NR,2.00E-14,13.69897,,0.035,[0.026-0.044] unit decrease,Affymetrix [9000000] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST90019526,Genome-wide genotyping array
6/29/21,33462484,Sinnott-Armstrong N,1/18/21,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/33462484,Genetics of 35 blood and urine biomarkers in the UK Biobank.,Vitamin D levels,"327,435 European ancestry individuals, 5,845 African ancestry individuals, 6,425 South Asian ancestry individuals",NA,11q13.4,11,71383506,NR,ACTE1P,,,ENSG00000293435,,,rs75393964-G,rs75393964,0,75393964,regulatory_region_variant,0,NR,6.00E-14,13.22184875,,0.0366,[0.027-0.046] unit decrease,Affymetrix [9000000] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST90019526,Genome-wide genotyping array
6/29/21,33462484,Sinnott-Armstrong N,1/18/21,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/33462484,Genetics of 35 blood and urine biomarkers in the UK Biobank.,Vitamin D levels,"327,435 European ancestry individuals, 5,845 African ancestry individuals, 6,425 South Asian ancestry individuals",NA,16q23.3,16,82000205,NR,SDR42E1,,,ENSG00000184860,,,rs11542462-A,rs11542462,0,11542462,stop_gained,0,NR,1.00E-14,14,,0.0277,[0.021-0.035] unit decrease,Affymetrix [9000000] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST90019526,Genome-wide genotyping array
6/29/21,33462484,Sinnott-Armstrong N,1/18/21,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/33462484,Genetics of 35 blood and urine biomarkers in the UK Biobank.,Vitamin D levels,"327,435 European ancestry individuals, 5,845 African ancestry individuals, 6,425 South Asian ancestry individuals",NA,19p13.11,19,19678719,NR,ZNF101,,,ENSG00000181896,,,rs2304130-G,rs2304130,0,2304130,splice_region_variant,0,NR,2.00E-14,13.69897,,0.0328,[0.024-0.041] unit increase,Affymetrix [9000000] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST90019526,Genome-wide genotyping array
6/29/21,33462484,Sinnott-Armstrong N,1/18/21,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/33462484,Genetics of 35 blood and urine biomarkers in the UK Biobank.,Vitamin D levels,"327,435 European ancestry individuals, 5,845 African ancestry individuals, 6,425 South Asian ancestry individuals",NA,20q13.2,20,54164552,NR,CYP24A1,,,ENSG00000019186,,,rs6068816-T,rs6068816,0,6068816,synonymous_variant,0,NR,6.00E-14,13.22184875,,0.0299,[0.022-0.038] unit decrease,Affymetrix [9000000] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST90019526,Genome-wide genotyping array
6/29/21,33462484,Sinnott-Armstrong N,1/18/21,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/33462484,Genetics of 35 blood and urine biomarkers in the UK Biobank.,Vitamin D levels,"327,435 European ancestry individuals, 5,845 African ancestry individuals, 6,425 South Asian ancestry individuals",NA,1q21.3,1,151237816,NR,PIP5K1A,,,ENSG00000143398,,,rs75360998-A,rs75360998,0,75360998,intron_variant,0,NR,1.00E-13,13,,0.0676,[0.05-0.085] unit increase,Affymetrix [9000000] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST90019526,Genome-wide genotyping array
6/29/21,33462484,Sinnott-Armstrong N,1/18/21,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/33462484,Genetics of 35 blood and urine biomarkers in the UK Biobank.,Vitamin D levels,"327,435 European ancestry individuals, 5,845 African ancestry individuals, 6,425 South Asian ancestry individuals",NA,11p15.2,11,14495913,NR,COPB1,,,ENSG00000129083,,,rs117688972-C,rs117688972,0,117688972,intron_variant,0,NR,3.00E-19,18.52287875,,0.0646,[0.05-0.079] unit increase,Affymetrix [9000000] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST90019526,Genome-wide genotyping array
6/29/21,33462484,Sinnott-Armstrong N,1/18/21,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/33462484,Genetics of 35 blood and urine biomarkers in the UK Biobank.,Vitamin D levels,"327,435 European ancestry individuals, 5,845 African ancestry individuals, 6,425 South Asian ancestry individuals",NA,1q21.3,1,152823495,NR,LCE1B - LCE1A,ENSG00000196734,ENSG00000186844,,10387,3978,rs6659798-C,rs6659798,0,6659798,intergenic_variant,1,NR,2.00E-13,12.69897,,0.0423,[0.031-0.053] unit increase,Affymetrix [9000000] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST90019526,Genome-wide genotyping array
6/29/21,33462484,Sinnott-Armstrong N,1/18/21,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/33462484,Genetics of 35 blood and urine biomarkers in the UK Biobank.,Vitamin D levels,"327,435 European ancestry individuals, 5,845 African ancestry individuals, 6,425 South Asian ancestry individuals",NA,4q13.3,4,72185275,NR,NPFFR2 - ADAMTS3,ENSG00000056291,ENSG00000156140,,36970,95694,rs79190329-C,rs79190329,0,79190329,intergenic_variant,1,NR,2.00E-13,12.69897,,0.0282,[0.021-0.036] unit increase,Affymetrix [9000000] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST90019526,Genome-wide genotyping array
6/29/21,33462484,Sinnott-Armstrong N,1/18/21,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/33462484,Genetics of 35 blood and urine biomarkers in the UK Biobank.,Vitamin D levels,"327,435 European ancestry individuals, 5,845 African ancestry individuals, 6,425 South Asian ancestry individuals",NA,11p15.2,11,13978694,NR,SPON1,,,ENSG00000262655,,,rs2697844-A,rs2697844,0,2697844,intron_variant,0,NR,1.00E-13,13,,0.0187,[0.014-0.024] unit increase,Affymetrix [9000000] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST90019526,Genome-wide genotyping array
6/29/21,33462484,Sinnott-Armstrong N,1/18/21,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/33462484,Genetics of 35 blood and urine biomarkers in the UK Biobank.,Vitamin D levels,"327,435 European ancestry individuals, 5,845 African ancestry individuals, 6,425 South Asian ancestry individuals",NA,11p15.2,11,14275265,NR,SPON1-AS1 - RRAS2,ENSG00000254418,ENSG00000133818,,1574,2657,rs12364277-G,rs12364277,0,12364277,regulatory_region_variant,1,NR,6.00E-13,12.22184875,,0.0489,[0.036-0.062] unit increase,Affymetrix [9000000] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST90019526,Genome-wide genotyping array
6/29/21,33462484,Sinnott-Armstrong N,1/18/21,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/33462484,Genetics of 35 blood and urine biomarkers in the UK Biobank.,Vitamin D levels,"327,435 European ancestry individuals, 5,845 African ancestry individuals, 6,425 South Asian ancestry individuals",NA,11p15.2,11,14841541,NR,PDE3B,,,ENSG00000152270,,,rs113255079-T,rs113255079,0,113255079,intron_variant,0,NR,2.00E-13,12.69897,,0.0491,[0.036-0.062] unit increase,Affymetrix [9000000] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST90019526,Genome-wide genotyping array
6/29/21,33462484,Sinnott-Armstrong N,1/18/21,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/33462484,Genetics of 35 blood and urine biomarkers in the UK Biobank.,Vitamin D levels,"327,435 European ancestry individuals, 5,845 African ancestry individuals, 6,425 South Asian ancestry individuals",NA,11p15.2,11,15110504,NR,CALCB - INSC,ENSG00000175868,ENSG00000188487,,28162,1920,rs34382242-A,rs34382242,0,34382242,intergenic_variant,1,NR,7.00E-13,12.15490196,,0.0431,[0.031-0.055] unit increase,Affymetrix [9000000] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST90019526,Genome-wide genotyping array
6/29/21,33462484,Sinnott-Armstrong N,1/18/21,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/33462484,Genetics of 35 blood and urine biomarkers in the UK Biobank.,Vitamin D levels,"327,435 European ancestry individuals, 5,845 African ancestry individuals, 6,425 South Asian ancestry individuals",NA,11p15.2,11,16362637,NR,SOX6,,,ENSG00000110693,,,rs10832597-A,rs10832597,0,10832597,intron_variant,0,NR,8.00E-13,12.09691001,,0.055,[0.04-0.07] unit decrease,Affymetrix [9000000] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST90019526,Genome-wide genotyping array
6/29/21,33462484,Sinnott-Armstrong N,1/18/21,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/33462484,Genetics of 35 blood and urine biomarkers in the UK Biobank.,Vitamin D levels,"327,435 European ancestry individuals, 5,845 African ancestry individuals, 6,425 South Asian ancestry individuals",NA,11q23.3,11,116892113,NR,SIK3,,,ENSG00000160584,,,rs75158858-A,rs75158858,0,75158858,intron_variant,0,NR,3.00E-13,12.52287875,,0.0289,[0.021-0.037] unit decrease,Affymetrix [9000000] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST90019526,Genome-wide genotyping array
6/29/21,33462484,Sinnott-Armstrong N,1/18/21,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/33462484,Genetics of 35 blood and urine biomarkers in the UK Biobank.,Vitamin D levels,"327,435 European ancestry individuals, 5,845 African ancestry individuals, 6,425 South Asian ancestry individuals",NA,12q23.1,12,95997112,NR,HAL - LTA4H,ENSG00000084110,ENSG00000111144,,747,3641,rs74620184-A,rs74620184,0,74620184,intergenic_variant,1,NR,3.00E-13,12.52287875,,0.0433,[0.032-0.055] unit decrease,Affymetrix [9000000] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST90019526,Genome-wide genotyping array
6/29/21,33462484,Sinnott-Armstrong N,1/18/21,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/33462484,Genetics of 35 blood and urine biomarkers in the UK Biobank.,Vitamin D levels,"327,435 European ancestry individuals, 5,845 African ancestry individuals, 6,425 South Asian ancestry individuals",NA,14q21.1,14,39211953,NR,PNN - YTHDF2P1,ENSG00000100941,ENSG00000270503,,28733,3112,rs10138869-T,rs10138869,0,10138869,intergenic_variant,1,NR,1.00E-13,13,,0.0281,[0.021-0.036] unit increase,Affymetrix [9000000] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST90019526,Genome-wide genotyping array
6/29/21,33462484,Sinnott-Armstrong N,1/18/21,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/33462484,Genetics of 35 blood and urine biomarkers in the UK Biobank.,Vitamin D levels,"327,435 European ancestry individuals, 5,845 African ancestry individuals, 6,425 South Asian ancestry individuals",NA,19p13.2,19,11091630,NR,LDLR,,,ENSG00000130164,,,rs6511720-T,rs6511720,0,6511720,intron_variant,0,NR,2.00E-13,12.69897,,0.0274,[0.02-0.035] unit increase,Affymetrix [9000000] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST90019526,Genome-wide genotyping array
6/29/21,33462484,Sinnott-Armstrong N,1/18/21,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/33462484,Genetics of 35 blood and urine biomarkers in the UK Biobank.,Vitamin D levels,"327,435 European ancestry individuals, 5,845 African ancestry individuals, 6,425 South Asian ancestry individuals",NA,19q13.32,19,44908822,NR,APOE,,,ENSG00000130203,,,rs7412-T,rs7412,0,7412,missense_variant,0,NR,2.00E-13,12.69897,,0.0346,[0.025-0.044] unit increase,Affymetrix [9000000] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST90019526,Genome-wide genotyping array
6/29/21,33462484,Sinnott-Armstrong N,1/18/21,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/33462484,Genetics of 35 blood and urine biomarkers in the UK Biobank.,Vitamin D levels,"327,435 European ancestry individuals, 5,845 African ancestry individuals, 6,425 South Asian ancestry individuals",NA,20q13.2,20,54102016,NR,BCAS1 - CYP24A1,ENSG00000064787,ENSG00000019186,,31422,51430,rs8123293-G,rs8123293,0,8123293,intergenic_variant,1,NR,4.00E-13,12.39794001,,0.0275,[0.02-0.035] unit increase,Affymetrix [9000000] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST90019526,Genome-wide genotyping array
6/29/21,33462484,Sinnott-Armstrong N,1/18/21,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/33462484,Genetics of 35 blood and urine biomarkers in the UK Biobank.,Vitamin D levels,"327,435 European ancestry individuals, 5,845 African ancestry individuals, 6,425 South Asian ancestry individuals",NA,21q11.2,21,14966851,NR,"NRIP1, ASMER1",,,"ENSG00000180530, ENSG00000281903",,,rs2229742-C,rs2229742,0,2229742,missense_variant,0,NR,3.00E-13,12.52287875,,0.0294,[0.022-0.037] unit decrease,Affymetrix [9000000] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST90019526,Genome-wide genotyping array
6/29/21,33462484,Sinnott-Armstrong N,1/18/21,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/33462484,Genetics of 35 blood and urine biomarkers in the UK Biobank.,Vitamin D levels,"327,435 European ancestry individuals, 5,845 African ancestry individuals, 6,425 South Asian ancestry individuals",NA,1q21.3,1,152189630,NR,CCDST,,,ENSG00000236427,,,rs12130219-G,rs12130219,0,12130219,regulatory_region_variant,0,NR,4.00E-12,11.39794001,,0.0198,[0.014-0.025] unit decrease,Affymetrix [9000000] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST90019526,Genome-wide genotyping array
6/29/21,33462484,Sinnott-Armstrong N,1/18/21,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/33462484,Genetics of 35 blood and urine biomarkers in the UK Biobank.,Vitamin D levels,"327,435 European ancestry individuals, 5,845 African ancestry individuals, 6,425 South Asian ancestry individuals",NA,4q13.3,4,72315920,NR,ADAMTS3,,,ENSG00000156140,,,rs139921635-T,rs139921635,0,139921635,missense_variant,0,NR,3.00E-12,11.52287875,,0.0564,[0.041-0.072] unit increase,Affymetrix [9000000] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST90019526,Genome-wide genotyping array
6/29/21,33462484,Sinnott-Armstrong N,1/18/21,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/33462484,Genetics of 35 blood and urine biomarkers in the UK Biobank.,Vitamin D levels,"327,435 European ancestry individuals, 5,845 African ancestry individuals, 6,425 South Asian ancestry individuals",NA,4q13.3,4,72764653,NR,ADAMTS3 - HNRNPA1P67,ENSG00000156140,ENSG00000270665,,195432,42614,rs79614727-T,rs79614727,0,79614727,intergenic_variant,1,NR,6.00E-12,11.22184875,,0.0319,[0.023-0.041] unit decrease,Affymetrix [9000000] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST90019526,Genome-wide genotyping array
6/29/21,33462484,Sinnott-Armstrong N,1/18/21,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/33462484,Genetics of 35 blood and urine biomarkers in the UK Biobank.,Vitamin D levels,"327,435 European ancestry individuals, 5,845 African ancestry individuals, 6,425 South Asian ancestry individuals",NA,11p15.2,11,14270831,NR,SPON1-AS1,,,ENSG00000254418,,,rs4756787-A,rs4756787,0,4756787,regulatory_region_variant,0,NR,9.00E-12,11.04575749,,0.0253,[0.018-0.033] unit decrease,Affymetrix [9000000] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST90019526,Genome-wide genotyping array
6/29/21,33462484,Sinnott-Armstrong N,1/18/21,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/33462484,Genetics of 35 blood and urine biomarkers in the UK Biobank.,Vitamin D levels,"327,435 European ancestry individuals, 5,845 African ancestry individuals, 6,425 South Asian ancestry individuals",NA,11p15.2,11,14610961,NR,PSMA1,,,ENSG00000129084,,,rs138600084-T,rs138600084,0,138600084,intergenic_variant,0,NR,2.00E-19,18.69897,,0.0907,[0.071-0.11] unit increase,Affymetrix [9000000] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST90019526,Genome-wide genotyping array
6/29/21,33462484,Sinnott-Armstrong N,1/18/21,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/33462484,Genetics of 35 blood and urine biomarkers in the UK Biobank.,Vitamin D levels,"327,435 European ancestry individuals, 5,845 African ancestry individuals, 6,425 South Asian ancestry individuals",NA,11q13.4,11,71406417,NR,ACTE1P,,,ENSG00000293435,,,rs7125171-C,rs7125171,0,7125171,intergenic_variant,0,NR,2.00E-19,18.69897,,0.0535,[0.042-0.065] unit decrease,Affymetrix [9000000] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST90019526,Genome-wide genotyping array
6/29/21,33462484,Sinnott-Armstrong N,1/18/21,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/33462484,Genetics of 35 blood and urine biomarkers in the UK Biobank.,Vitamin D levels,"327,435 European ancestry individuals, 5,845 African ancestry individuals, 6,425 South Asian ancestry individuals",NA,4q13.3,4,71841622,NR,GC - NPFFR2,ENSG00000145321,ENSG00000056291,,37581,190280,rs1715947-A,rs1715947,0,1715947,intergenic_variant,1,NR,3.00E-18,17.52287875,,0.0689,[0.053-0.084] unit decrease,Affymetrix [9000000] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST90019526,Genome-wide genotyping array
6/29/21,33462484,Sinnott-Armstrong N,1/18/21,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/33462484,Genetics of 35 blood and urine biomarkers in the UK Biobank.,Vitamin D levels,"327,435 European ancestry individuals, 5,845 African ancestry individuals, 6,425 South Asian ancestry individuals",NA,4q13.3,4,72315847,NR,ADAMTS3,,,ENSG00000156140,,,rs74652320-T,rs74652320,0,74652320,intron_variant,0,NR,4.00E-18,17.39794001,,0.0653,[0.051-0.08] unit decrease,Affymetrix [9000000] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST90019526,Genome-wide genotyping array
6/29/21,33462484,Sinnott-Armstrong N,1/18/21,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/33462484,Genetics of 35 blood and urine biomarkers in the UK Biobank.,Vitamin D levels,"327,435 European ancestry individuals, 5,845 African ancestry individuals, 6,425 South Asian ancestry individuals",NA,11p15.2,11,14234062,NR,SPON1,,,ENSG00000262655,,,rs11023156-G,rs11023156,0,11023156,intron_variant,0,NR,3.00E-18,17.52287875,,0.0277,[0.021-0.034] unit increase,Affymetrix [9000000] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST90019526,Genome-wide genotyping array
6/29/21,33462484,Sinnott-Armstrong N,1/18/21,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/33462484,Genetics of 35 blood and urine biomarkers in the UK Biobank.,Vitamin D levels,"327,435 European ancestry individuals, 5,845 African ancestry individuals, 6,425 South Asian ancestry individuals",NA,19q13.33,19,47890785,NR,SULT2A1 - BSPH1,ENSG00000105398,ENSG00000188334,,4470,77261,rs2910400-T,rs2910400,0,2910400,intergenic_variant,1,NR,2.00E-18,17.69897,,0.0234,[0.018-0.029] unit increase,Affymetrix [9000000] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST90019526,Genome-wide genotyping array
6/29/21,33462484,Sinnott-Armstrong N,1/18/21,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/33462484,Genetics of 35 blood and urine biomarkers in the UK Biobank.,Vitamin D levels,"327,435 European ancestry individuals, 5,845 African ancestry individuals, 6,425 South Asian ancestry individuals",NA,1p36.13,1,17233181,NR,PADI1,,,ENSG00000142623,,,rs3750297-A,rs3750297,0,3750297,intron_variant,0,NR,8.00E-17,16.09691001,,0.0224,[0.017-0.028] unit decrease,Affymetrix [9000000] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST90019526,Genome-wide genotyping array
6/29/21,33462484,Sinnott-Armstrong N,1/18/21,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/33462484,Genetics of 35 blood and urine biomarkers in the UK Biobank.,Vitamin D levels,"327,435 European ancestry individuals, 5,845 African ancestry individuals, 6,425 South Asian ancestry individuals",NA,1q21.3,1,151832539,NR,RORC - C2CD4D,ENSG00000143365,ENSG00000225556,,694,5279,rs12128071-A,rs12128071,0,12128071,intergenic_variant,1,NR,1.00E-17,17,,0.042,[0.032-0.052] unit increase,Affymetrix [9000000] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST90019526,Genome-wide genotyping array
